id,date_time,author,headline,read_count,main
45,2020/11/30,厦门工艺美术学院供稿,福大学子斩获第九届“太湖奖”创意组金奖,225,新闻中心讯/近日，由国家知识产权局、中华人民共和国科技部、江苏省人民政府主办的2020第九届“太湖奖”设计大赛暨高价值专利培育大赛颁奖典礼在无锡举行。福州大学厦门工艺美术学院工业设计系2016级徐世哲同学的《基于开设紧急森林防火线任务的多用途森林消防斧镐设计》获创意组金奖，洪歆慧老师获得“最佳指导奖”，福州大学获得“最佳组织院校”称号。本届“太湖奖”是第十六届中国（无锡）国际设计博览会的组成部分，以“以心映物 以智造新 INGENIOUS CREATION INTELLIGENT INNOVATION ”为主题，作品类别涵盖了智能科技类、装备制造类、家居用品类和其他类，侧重于高价值专利培育和成果落地转化。大赛共收到海内外报名作品3435件，经过初评、复评，层层选拔出64支参赛团队展开现场路演对决，最终徐世哲同学以其出色表现斩获创意组“金奖”。?
46,2020/11/30,厦门工艺美术学院供稿,厦门工艺美术学院在全国大学生工业设计大赛中获银奖,171,新闻中心讯/近日，第五届全国大学生工业设计大赛在广州落幕，该项赛事是教育部高等学校工业设计专业教学指导委员会主办的最高级别设计竞赛。福州大学最终获全国赛区银奖2件，铜奖5件，优秀奖4件，福州大学获优秀组织奖。其中李思宇等的作品“牧区畜牧粪便资源再利用工程车”，袁基伟的作品“搜救犬远程指挥套装”获得全国赛区银奖；郭超超的作品“电磁融雪车”，陈佳伟等的作品“CARE FOR”，“BATTLE?家用多功能健身车设计”、唐富泽等的作品“城市综合管廊检修工程车”、谢绪桉的作品“疫情防护口罩设计”获得全国赛区铜奖。此外，还有四项作品获得全国赛区优秀奖。全国大学生工业设计大赛由教育部高等学校工业设计专业教学指导委员会指导，全国工业设计一流专业建设协同创新平台、广东省教育厅、广东省工业和信息化厅、广东省本科高校工业设计专业教学指导委员会联合主办，广州美术学院承办。通过分赛区初评、全国复评、终评，在全国31个分赛区、千余所高校的近4万件参赛作品中最终评选出：中国新锐设计金奖10名、银奖40名、铜奖76名、优秀奖183名，特等奖1名，优秀指导教师奖10名，优秀组织奖10名。2020年全国工业设计大赛福建赛区共收到有效作品1722件。共评出44件一等奖、60件二等奖、70件三等奖和80件优秀奖，共计254件获奖作品。其中福州大学获一等奖26件、二等奖24件、三等奖23件和优秀奖22件，获奖作品共计95件。
47,2020/11/30,法学院供稿,“教育行政审批和公共服务法治化”研讨会在福大召开,78,新闻中心讯/11月23日，“教育行政审批和公共服务法治化”研讨会在福州大学旗山校区举行。教育部政法司翟刚学处长、福建省教育厅吴伟平副厅长、福州大学党委张星副书记出席研讨会并致辞，来自省内高校的相关法学领域的专家、学者近30人参加了研讨会。研讨会上，与会专家对教育部政法司委托课题“教育行政审批许可现状分析”课题结题报告进行了充分的研讨，并对当前全国教育行政审批和公共服务进行了学术研讨。与会专家从各自的研究领域，积极建言献策，为教育行政审批和公共服务法治化进程提供了法学理论支持。课题研讨结束后，省教育厅还在福州大学召开了“2020年三个智库型中心工作暨委托课题推进会”。
48,2020/11/30,宣传部,【十九届五中全会】浙江大学发展委员会副主席陈子辰教授应邀来福州大学作报告,593,新闻中心讯/?“开放办学是国家发展之需要，是世界发展之趋势”、“办学不仅要靠政府和社会，更要靠党员干部带领广大师生员工艰苦奋斗”……11月27日下午，应福州大学邀请，浙江大学发展委员会副主席、浙江大学原党委常务副书记、中国研究生教育学会副会长兼学术委员会主任陈子辰教授来福州大学作报告，报告会在旗山校区国家大学科技园举行，校领导张天明、林生、张星、黄志刚、杨黄浩，全校副处级（校聘）以上干部、学校各有关部处负责人聆听了报告。报告会由校党委书记张天明主持。陈子辰教授以“求是创新 追求卓越——浙江大学一百多年奋进历程的简要回顾与思考”为主题，从“在兴学图强中诞生”“ 在抗日烽火中崛起”“在新中国建设中奉献”“在改革开放中跨越”“在新时代中奋进逐梦强国”五个方面，介绍了浙江大学一百多年的奋斗历程，特别回顾了时任浙江省委书记的习近平同志亲自联系浙大，深入浙大，提出高等教育改革创新发展的重要思想，指导浙大谋划创建中国特色、世界一流大学；以及党的十八大以来，学校坚持“全面立德树人，全面聚焦一流，全面深化改革，全面开放办学，全面优化支撑，全面从严治党”的发展思路等，分享了浙江大学改革创新发展的经验做法，为在场的老师展开了一幅立体的浙大百年历史画卷，带来了强烈的视觉冲击和思想碰撞。陈子辰教授在报告会上分享了自己对教育事业发展的思考，指出要始终不忘中国大学的初心和使命。他提出要创新发展教育，在打牢本科教育基础的同时，努力培养高素质高层次的时代新人；要创新学科建设，更好地服务国家发展战略目标；要创新科技发展，勇攀科学高峰、攻克产业发展中关键技术；要创新组织模式，更好地服务区域经济社会重要需求；要创新校区建设和布局，优化资源配置，努力提高办学质量和效益。回顾浙大百多年办学历史，他进一步阐述了浙大“求是创新”精神，“以天下己任、以真理为依归”的办学追求，“以服务为宗旨、在贡献中发展”以及“高水平、强辐射”的服务社会理念、“最多跑一次，最多找一人”机关服务基层和师生员工的工作作风等，给在场的老师留下了深刻的印象。老师们纷纷表示，报告会内容丰富，数据翔实，特别是陈子辰教授关于高等教育的思考，为我们的工作提供了新启迪和新思路。校党委书记张天明在主持讲话中感谢了陈子辰教授带来的精彩报告，他说道，希望同志们要结合当前正在进行的学习贯彻党的十九届五中全会精神，和习近平总书记关于高等教育的重要论述，结合当前学校正在编制的十四五发展规划，和即将召开的党代会，从陈子辰教授的报告中，从浙江大学发展经验中，汲取思想文化，学到发展“真经”，将其转化为谋划福州大学未来发展工作思路和实际举措，对标先进，查找短板，抢抓机遇，奋发图强，争创一流，加快推进学校“双一流”建设，实现福州大学事业发展的高质量内涵式发展。（蓝苗摄影报道）浙江大学发展委员会副主席陈子辰教授应邀来福州大学作报告校党委书记张天明主持报告报告会现场?
49,2020/11/27,材料学院供稿,福州大学主办“女催化科学家论坛-2020”,897,新闻中心讯/11月25-27日，以“魅力催化，美丽同行”为办会宗旨的“女催化科学家论坛-2020 (Chinese Women Forum for Catalysis-2020)”在福州召开。来自复旦大学、中国科学技术大学、浙江大学、天津大学、南京大学、北京化工大学、太原理工大学、华东理工大学、中国科学院过程研究所、大连化学物理研究所、中国科学院兰州化学物理研究所、山西煤化所、中国石油大学、辽宁石油化工大学、上海师范大学等单位的50余人参加了此次论坛。本届论坛由福州大学主办，福州大学副校长杨黄浩出席论坛并致辞。杨黄浩副校长向与会人员介绍了福州大学的基本情况及福大在催化学科研究领域的进展，热情欢迎各位专家莅临我校参观指导、共同促进和深化与福州大学的交流合作。本次论坛旨在面向国际学术前沿和国家重大战略需求，从纳米催化、催化剂设计合成与表征、绿色催化、能源催化等领域进行深入交流探讨，推动经验交流和学术分享，深化各层次、多领域的项目合作，充分释放女性在催化学科领域的科研潜力。为福州大学提供了一次向国内高水平催化学者学习和交流的宝贵机会，必将为福州大学催化学科的发展注入新的动力和活力。
50,2020/11/27,经管学院供稿,福州大学发布2020福建省上市公司智力资本信息披露评价指数,742,新闻中心讯/?11月25日，由福州大学经济与管理学院主办的“2020福建省上市公司智力资本信息披露评价发布会”在旗山校区举行。来自福建省上市公司协会、福建省证券期货业协会、福建省社会科学院、福建农林大学以及兴业证券股份有限公司、华福证券有限公司、兴证期货有限公司、福能期货股份有限公司等相关部门领导与业界代表出席发布会。福州大学黄志刚副校长做主旨致辞，傅传锐副教授报告了2020年福建省上市公司智力资本信息披露评价的主要结果。?在此次发布会上，福州大学智力资本课题组发布了运用其自主设计开发的上市公司智力资本信息披露指数对2020年福建省A股上市公司的智力资本信息披露表现进行评价与评级的结果。由该课题组自主设计开发的国内外首支智力资本主题股票价格指数（ICD30股指）也在此次发布会上公开亮相。黄志刚副校长指出，福州大学智力资本课题组对智力资本领域有着长期的研究积淀，凭借艰苦创业、严谨求实和勇于拼搏的福大精神，组织数十位研究生与本科生进行集体攻关，实现了对我国上市公司智力资本信息披露大样本数据的采集，设计开发了智力资本领域首个大样本也是目前为止规模最大的智力资本信息披露系列指数，取得了一系列重要研究成果。此次福州大学智力资本课题组以作为中国改革先行先试试验区的福建省为样板，对2020年福建省A股上市公司的智力资本信息披露表现进行评价与评级。从国内外智力资本研究领域来看，尚没有从区域层面对全行业上市公司的智力资本信息披露进行评价评级的先例。课题组设计开发的ICD30股指具有开拓性意义与较好的应用前景，能够广泛应用于基金公司、证券公司的ETF产品、资产组合的创新设计，可以引导投资者的价值投资理念。此次发布会还举行了福州大学上市公司智力资本信息披露网站的揭幕仪式。该网站将定期发布福建省上市公司智力资本信息披露评价结果。出席此次发布会的高校、研究机构与业界代表认为，对上市公司的智力资本信息披露评价与智力资本主题股票价格指数的开发具有较强的创新意义与广阔的发展前景。福州大学上市公司智力资本信息披露网站揭幕仪式发布会现场
51,2020/11/27,石油化工学院供稿,福大承办国家基金委化工基础研究成果转化暨与企业对接研讨会,598,"新闻中心讯/11月26日，由国家自然科学基金委员会科学传播与成果转化中心主办，福州大学承办的国家自然科学基金委员会化工基础研究成果转化暨与企业对接研讨会在福州召开。北京化工大学段雪院士、中国科学院过程工程研究所张锁江院士、中国石油大学（北京）徐春明院士、浙江大学任其龙院士、国家自然科学基金委员会科学传播与成果转化中心主任李建军、副主任彭杰、福州大学副校长杨黄浩等50余位科研院所、高校、企业专家和国家基金委有关部门负责人参加本次对接研讨会。研讨会上，李建军主任首先感谢福州大学对此次研讨会的高度重视、精心组织和周到安排，表示传播与转化中心将发扬国家自然科学基金委在联系项目依托单位和科技工作者方面的优势，在科学家和成果承接方之间发挥桥梁纽带作用，促进科学基金资助成果尽快转移转化。杨黄浩副校长在致词中，向国家基金委领导和与会专家介绍了福州大学以“双一流”建设为契机，坚持以国家战略和区域经济社会发展需求为导向，积极探索建立“顶天立地”的新型科研体系，以化学一级学科为核心，形成了一体两翼、高度融合的“化学科学和工程学科群”，深入推进政校协同、校企协同、军民融合等协同态势，逐步形成集基础研究-应用研究-技术开发-成果对接到产业化应用等于一体的科技成果转化链, 为国家战略和经济社会发展所作出的积极贡献。会上，张锁江院士、任其龙院士、浙江工业大学周春松教授、天津大学巩金龙教授、南京工业大学邢卫红研究员、福州大学江莉龙研究员、中科院过程工程研究所杨超研究员、太原理工大学李晋平教授、南京师范大学黄和教授、中山大学纪红兵教授、上海应用技术大学肖作兵教授、浙江大学王靖岱教授和山东大学汤亚杰教授等专家代表分别对各自领域研究成果作了会议报告，企业专家介绍了企业需求对接建议，学术专家对基础研究成果转化提出与企业对接的经验与建议。本次化工成果转化研讨会以第十届全国化工青年学者学术研讨会为契机，向广大化工青年学者及企业的专家展示化工领域近年来在自然科学基金资助下优秀项目所取得的贯通式成果，共展出53个典型对接项目并全部纳入自然科学基金委成果转化与企业对接平台，促进科研成果的尽快落地与转化。"
52,2020/11/27,校团委供稿,从“零”到“三”  福大在中国志愿服务项目大赛上获得3金2银,557,新闻中心讯/11月26日，由共青团中央、中央文明办、民政部等七部委共同主办的第五届中国青年志愿服务项目大赛全国赛终评落下帷幕。经过校、省和国家三级平台的严格筛选，我校入围全国决赛的5个志愿服务项目获金奖3项、银奖2项，取得了福州大学在此项赛事的首金和历史最好成绩。其中，《“匠心筑梦——残疾人职业技能培训计划”》（经管学院）、《“守善于心，义修为行”——义务维修》（物信学院）和《“救在心，技在手”——急救员养成计划》（校红会）三个项目获得国赛金奖，《“一线有你，后方有我”同心战疫云端千人支教》和《热血相伴，生命相髓——高校造血干细胞捐献志愿服务》（校红会）获得银奖。近年来，学校积极推动志愿服务建设内涵式发展，立足实践教育守正创新，服务立德树人工作。在项目实施过程中，学校师生充分发扬志愿服务精神，不断推动项目成长，努力让更多人成为志愿服务文化的实践者、标识者和创新者，为志愿服务事业和文明社会建设贡献自己的青春力量。据悉，此次大赛秉承“志愿新时代，共筑中国梦”的主题思想，共有来自38个省级赛会单位和行业赛主办单位推报的1202个项目参与其中。经过全国赛初评评审，入围终评的1000个项目通过项目团队线上路演答辩、评委监委线下集中评审的方式，角逐最终的150项金奖、350项银奖和500项铜奖。?
53,2020/11/26,石油化工学院供稿,福州大学承办国家自然科学基金委员会学术交流研讨会,955,新闻中心讯/11月23-26日，第十届化学工程青年学者学术交流研讨会在福州召开，会议由国家自然科学基金委员会化学部主办，福州大学承办。福州大学校长付贤智院士、北京化工大学段雪院士、中国科学院过程工程研究所张锁江院士、大连理工大学彭孝军院士、中国石油大学（北京）徐春明院士、浙江大学任其龙院士、国家自然科学基金委化学科学部常务副主任杨俊林研究员、国家自然科学基金委科学传播与成果转化中心成果贯通部处长孙宏伟研究员等知名专家学者及化学工程领域青年学者近500人参会。国家自然基金委化学科学部化学五处处长朱旺喜主持开幕式。付贤智院士向与会人员介绍了福州大学及福大化工学科的历史沿革、人才培养、科学发展和队伍建设。他强调，化工学科是学校“双一流”学科建设的重要组成部分，近年来呈现良好的发展态势，学校将进一步支持化工学科发展。他感谢基金委和各位院士、专家对福州大学化学化工学科的大力支持，并预祝学术交流研讨会取得圆满成功。杨俊林常务副主任在致辞中首先感谢福州大学对本次会议的高度重视、精心组织和周到安排，随后介绍了国家自然科学基金委化学科学部为落实明确资助导向、完善评审机制和优化学科布局等改革任务所采取的新举措，强调改革的目标是构建理念先进、制度规范、公正高效的新时代科学基金体系。朱旺喜处长对基金委化工学科概况进行了介绍，并对青年学者提出了中肯的建议。段雪院士、张锁江院士、徐春明院士、南京工业大学邢卫红教授、华东理工大学朱为宏教授、上海交通大学马紫峰教授、西北大学范代娣教授、大连理工大学樊江莉教授带来了精彩的前瞻性学术报告，分享了前沿进展和科研经验。会议期间，来自全国多所高校和科研院所的青年学者围绕“化工热力学和材料化工”、“反应工程”、“传递过程、分离工程与过程强化”、“生物化工、生物质化工”、“能源、环境、精细化工与系统工程”五个领域作分会场报告，同行资深专家学者与青年学者进行了深入而热烈的交流。专家们从创新性、科学问题与科研方向，成果转化等诸多方面给青年学者提出了宝贵的意见和建议，青年学者们受益匪浅。经评委会评选，有10位青年优秀学者获得本年度化学工程青年学者学术交流研讨会优秀报告奖。本次青年学者交流研讨会共9个大会报告、88个分会场报告，此外还安排了化工优秀青年人才培养座谈、自由发言、会议工作组交流会、会议承办单位交流会等交流环节，与会专家学者普遍表示参加此次研讨会受益匪浅、收获良多。付贤智校长致辞会议现场 ?
54,2020/11/26,科技处供稿,福州大学实现福建省属高校获批国家重大科研仪器研制项目零的突破,1675,新闻中心讯/近日，由福州大学化学学院杨黄浩教授主持申报的国家重大科研仪器研制项目（自由申请）“X射线发光光谱与生物成像分析科学装置”获国家自然科学基金委批准立项，直接经费达667万元，这也是福建省属高校首次获批国家重大科研仪器研制项目。该项目针对国家生物成像的重大需求，拟研制X射线发光光谱与生物成像分析一体化新科学仪器装置，实现多功能宽波段X射线发光光谱表征和高灵敏、定量动态、多通道X射线可见-近红外二区发光成像以及高分辨X射线摄影等。预期该仪器装置可为闪烁体材料开发、X射线发光机制研究和发光分析提供强有力的仪器支撑，切实推动闪烁体材料研发及其在X射线发光免疫分析、X射线发光成像、X射线摄影、X射线治疗和X射线光遗传学等领域中的前沿基础研究和实际应用，具有重要的现实意义和科学价值。国家重大科研仪器研制项目面向科学前沿和国家需求，以科学目标为导向，加强顶层设计、明确重点发展方向，鼓励和培育具有原创思想的探索性科研仪器研制，着力支持原创性重大科研仪器设备研制，为科学研究提供更新颖的手段和工具，以全面提升我国的原始创新能力。国家重大科研仪器研制项目包括部门推荐和自由申请两个亚类。长期以来，福州大学始终高度重视国家自然科学基金工作，通过政策引导、资源整合、组织培育等多种举措，有效保障了国家自然科学基金工作的持续发展。国家重大科研仪器研制项目的成功获批也标志着福州大学科研工作具备解决国家重大需求的能力，显示出学校科技创新的巨大发展潜力，是福州大学科研工作在“双一流”建设进程中取得的重要标志性成果。杨黄浩教授在指导学生
55,2020/11/25,教务处供稿,校领导坚持深入思政课堂听课,793,新闻中心讯/为进一步了解学校思政课堂教学情况和思政课改革创新效果，切实提高思想政治理论课课堂教学质量，校领导坚持深入一线课堂听课评课，听取《马克思主义基本原理》《毛泽东思想和中国特色社会主义理论体系概论》《中国近现代史纲要》《思想道德修养与法律基础》《形势与政策》等思想政治理论课。课堂上，他们专注听取教师授课内容，观察学生听课反应，填写听课记录；课后，与授课教师亲切交谈，就进一步提升思政课的教学内容、教学方法、课堂管理与授课教师进行深入交流，就如何发挥好思想政治理论课在思想政治教育中的主渠道作用，在思政课上把故事讲精彩，把道理说通透，有效增进学生们的理论认同、政治认同、情感认同提出了意见和建议。思想政治理论课是落实立德树人根本任务的关键课程，是对大学生进行思想政治教育的重要渠道，是帮助大学生树立马克思主义信仰的重要途径。近年来，学校十分重视思政课的教学督导工作，建立了校领导听课、教学督导听课、院领导及同行听课、学生评教的课堂教学评估体系，制定并印发了《福州大学关于印发落实<新时代高校思想政治理论课教学工作基本要求>实施方案的通知》(福大教〔2018〕66号)，要求学校党委书记、校长，分管思想政治理论课建设和分管教学、科研工作的校领导，对每门思想政治理论课必修课，每人每学期至少听1次课。如今，校领导进入思政课堂听课看课评课已成为常态化、制度化的一项工作，体现了福州大学对习近平总书记在学校思想政治理论课教师座谈会上重要讲话精神和中央《关于深化新时代学校思想政治理论课改革创新的若干意见》等文件的贯彻落实，也体现了学校领导对思想政治理论课教学和学校人才培养工作的高度重视。截止目前，今年校领导累计听思政课程达40门次。校党委书记张天明听取《中国近现代史纲要》课程付贤智校长听取《思想道德修养与法律基础》课程?
56,2020/11/25,数计学院供稿,福大在“华为杯”第十七届中国研究生数学建模竞赛中获一等奖,647,新闻中心讯/近日，“华为杯”第十七届中国研究生数学建模竞赛成绩正式公布，在研究生数学建模创新实践基地梁飞豹、吕书龙、刘勇进、陈飞等指导组教师精心组织指导下，福州大学研究生在本届中国研究生数学建模竞赛中再获佳绩，荣获一等奖1项，二等奖5项，三等奖12项。本次竞赛于2020年9月17-21日举行，来自国际和全国各省、自治区、直辖市、特别行政区共456个研究生培养单位，14436支队伍（硕士、博士研究生）参赛。福州大学有来自数计、先进制造、经管、机械、物信、电气、土木、材料等学院的87支队伍成功参赛。本届赛事得到研究生院、研究生工作处和数学与计算机科学学院的高度重视。自2014年以来，福州大学研究生已累计取得一等奖5项，二等奖30项，三等奖73项。“华为杯”第十七届中国研究生数学建模竞赛是由教育部学位管理与研究生教育司、教育部学位与研究生教育发展中心指导，中国学位与研究生教育学会、中国科协青少年科技中心主办，华东理工大学承办，华为技术有限公司赞助，是目前国内层次最高、规模最大、影响最广泛的全国性研究生学科竞赛，已被列为“教育部研究生教育创新计划”项目和“全国研究生创新实践系列活动”主题赛事之一。目的在于激发研究生的创新活力和学习兴趣，提高研究生建立数学模型和运用计算机解决实际问题的综合能力，为研究生探索实际问题、开展学术交流、提高创新能力和培养团队意识提供了实战演练的机会，也进一步推动了学校“双一流”建设，为研究生教育改革发展、培养拔尖创新人才搭建了新的平台。
57,2020/11/25,宣传部,省社科联到福州大学调研省级社科学术类社会组织工作,496,新闻中心讯/11月24日下午，福建省社科联党组成员、副主席王秀丽一行到福州大学调研省级社科学术类社会组织工作。校党委副书记林生，党委宣传部、社科处、经济与管理学院等相关部处负责人参加会议。林生副书记代表学校对省社科联一行来福大调研表示欢迎，希望省社科联多给予福大社科工作指导，助力学校“双一流”建设。会上，福建省中青年经济发展研究会、福建省宏观经济学会、福建省资本运营研究会相关负责人介绍了各自建设情况，并提出了一些问题和建议。王秀丽就与会人员提出的问题作了解答，并提出四点要求：一是深入学习宣传党的十九届五中全会精神；二是认真落实意识形态工作责任制；三是要积极探索新时代、新经济、新发展，社科学术类社会组织的研究要和同新经济新形势结合起来；四要研究开发贴近时代的项目成果，在成果的转化当中能更加务实，为新时代新福建建设作出贡献。（蓝苗摄影报道）?
58,2020/11/24,宣传部,省政协崔玉英主席来福大开展重点提案督办调研,751,新闻中心讯/11月20日下午，省政协崔玉英主席来福州大学开展重点提案督办调研。校党委书记张天明、副书记林生参加调研，党办校办、党委宣传部、刘敏榕工作室、物信学院等相关部处负责人陪同调研。在听取工作汇报后，崔玉英充分肯定了福州大学在推进“青年马克思主义者培养工程”方面的举措和成效，她希望学校不断总结实践经验，结合福大特色，努力推动“青年马克思主义者培养工程”工作迈上新台阶，为中国特色社会主义事业培养更多的合格建设者和可靠接班人。崔玉英还来到刘敏榕工作室，详细了解了少数民族学生思想政治教育工作情况，并与少数民族学生亲切交谈。（蓝苗摄影报道）参观刘敏榕工作室和少数民族学生亲切交谈?
59,2020/11/24,学生工作部（处）、研究生工作部（处）供稿,1金2银4铜 福大在中国国际“互联网＋”大学生创新创业大赛全国总决赛中再创佳绩,1200,新闻中心讯/11月17日至19日，由华南理工大学承办的第六届中国国际“互联网+”大学生创新创业大赛全国总决赛在广州圆满落下帷幕。中共中央政治局委员、国务院副总理孙春兰出席第六届中国国际“互联网+”大学生创新创业大赛有关活动。福州大学共有7支创业团队入围全国决赛，勇夺金奖1项、银奖2项、铜奖4项，国赛奖牌总数创历届新高。据悉，本届中国国际“互联网+”大学生创新创业大赛围绕“更国际、更教育、更全面、更创新、更中国”的目标，共有来自国内外117个国家和地区，4186所学校的147万个项目，631万人报名参赛，牛津大学、剑桥大学、哈佛大学、斯坦福大学、麻省理工学院、慕尼黑工业大学等世界顶尖名校均派出高水平队伍参赛。来自化学学院、经济与管理学院、厦门工艺美术学院和法学院的合作项目《磁晶科技——国内首创光电通讯器件的核心材料供应商》项目获得国赛金奖，挺进全国“三强争夺赛”，是福建省入围“三强争夺赛”的两项金奖项目之一，也是福建省仅有的两项金奖项目之一。此外，来自机械工程及自动化学院、经济与管理学院和物理信息与工程学院的合作项目《疾测先锋——开启太赫兹生物医学检测“芯”纪元》，与来自化学学院、经济与管理学院、厦门工艺美术学院、紫金矿业学院和外国语学院的合作项目《横扫千“菌”——全球耐药菌感染终结者》均获得国赛银奖。在此次全国总决赛中，福州大学青年学子以无限智慧和创新力量，展现出不断改变生活、改变世界、改变未来的勇气和担当。长期以来，福州大学高度重视创新创业创造教育，深度融合政、产、学、研、金各方资源，坚持以大赛引领创新创业教育改革，并以此带动创业型人才培养范式变革。为了做好今年参赛工作，学校未雨绸缪，校领导全程指导“互联网+”大赛，实地调研科研平台，主动拜访校友及教师创业企业，为强化项目合作开发、渠道建设、资源拓展亲力亲为，或亲临比赛现场鼓励，或利用远程视频动员等方式，勉励队伍成员不忘初心，砥砺奋进。校学生工作部（处）牵头，协同研究生院、教务处、国家大学科技园管委会、科技处、科技开发部、校友会、校团委等部门力量，充分调动各学院积极性，克服疫情不利影响，用心组织“朋辈分享交流会”4场、“寻找创业拍档”7场以及“垂直领域项目路演”5场，“校赛训练营”5场、“省赛训练营”52场、“国赛训练营”42场，共举办“互联网+”大赛品牌活动115场，精准聚焦创新创业团队的不同发展阶段，提供有的放矢的教育培训，对接优质的投融资服务，循序渐进推动创新创业项目落地发展，促进福州大学创新创业学生成为引领时代发展和社会进步的动力源泉。???
60,2020/11/24,至诚学院供稿,林生副书记为至诚学院预备党员培训班学员上党课,389,新闻中心讯/11月19日晚，至诚学院2020年下半年预备党员培训班开班仪式暨首讲党课在怡山校区科报厅、音乐厅顺利举行。校党委副书记林生为学员们讲授了题为《不忘初心、牢记使命，深入学习贯彻习近平新时代中国特色社会主义思想》的专题党课。至诚学院院领导及院党校预备党员培训班259名学员到场聆听了专题党课。党课上，林生副书记围绕“不忘初心、牢记使命”主题教育的时代背景、目标要求、根本遵循和关键所在等四个方面作了详细介绍。他首先分析了主题教育的时代背景，结合丰富的案例和数据，总结了改革开放以来我国取得的巨大成就和存在的社会问题，并重点阐述了十八大以来习近平总书记“一二三四五”治国理政理念以及党的作风建设。接着，讲述了主题教育的目标要求，指出要认真贯彻总要求，牢牢把握目标任务，做到四个要求，强化分级分类指导。随后，剖析了主题教育的根本遵循，深入解读了习近平新时代中国特色社会主义思想，重点强调了“八个明确”和“十四个坚持”。林生副书记还在党课上宣讲了党的十九届五中全会精神，总结了我国抗击新冠肺炎疫情取得的阶段性成果，并用习近平总书记视察福州大学时的寄语，激励学员们要勤于学习、敏于求知，扩大知识面，努力成为德智体美劳全面发展的中国特色社会主义建设者和接班人。党课之前，举行了培训班开班仪式。至诚学院相关负责人在开班动员讲话中，强调了预备党员集中培训的重要性，要求学员们通过培训学习不断提升党性修养，真正实现组织上、思想上、行动上入党，成为一名新时代合格的共产党员。
61,2020/11/24,机械学院供稿,机械学子在全国大学生机械创新设计大赛中获赛事最高奖,451,新闻中心讯/11月21日-22日，第九届全国大学生机械创新设计大赛决赛在西南交通大学举行。由福州大学机械学院朱光宇教授指导，本科生范文伯、陈志贵研制的《一种助老如厕辅助架》获得一等奖（全国前3%），机械学院在九届大赛中累计获得一等奖12项，总成绩名列全国前列。全国大学生机械创新设计大赛是国内最具影响力、机械行业内知名度最高、培养学生工程实践能力和综合素质效果显著的大学生竞赛项目之一。据悉，本届大赛主题为“智慧家居、幸福家庭”，吸引了来自全国30个省（直辖市、自治区）的678所高校共计4719件作品参赛，参赛学生10万余人次。经过校赛、省赛和全国初赛等层层选拔，最终来自清华大学、哈尔滨工业大学、上海交通大学、华中科技大学和福州大学等国内120所高校的181支队伍脱颖而出进入决赛。受疫情影响，机械学院师生团队在前期备赛过程中及时调整策略和方案，紧扣疫情防控形势，积极开展“云”指导和“云”答辩，助力各项备赛工作稳步推进。学院师生将进一步把握“后疫情时代”转型升级契机，搭建学科交叉培养平台，将创新创业教育贯穿教育教学全过程，多层次、立体化培养高素质拔尖创新人才。?
62,2020/11/23,学生工作部（处）、研究生工作部（处）供稿,福大组织收看2020年全国科学道德和学风建设宣讲教育报告会,346,新闻中心讯/在深入学习贯彻党的十九届五中全会精神之际，为大力弘扬科学家精神，引导广大师生和科技工作者传承优良学风、坚守学术诚信，11月20日，2020年全国科学道德和学风建设宣讲教育报告会暨宣传月启动仪式在京举行。福大组织各学院（研究生培养单位）认真开展收看科学道德和学风建设宣讲教育报告会暨宣传月启动仪式在线直播活动。2020级研究生和其他师生代表通过集中观看和分散收看相结合的方式在教室、学术报告厅、会议室、实验室、宿舍等地点观看了直播。本次报告会的的主讲嘉宾敦煌研究院名誉院长樊锦诗、中国工程院戚发轫院士分别作题为《守一不移，奉献敦煌》《传承航天精神，建设航天强国》报告。在报告中，樊锦诗先生和戚发轫院士结分别结合自身科研实践和学术成长经历，着重向青年学子讲授如何自觉践行和大力弘扬爱国、创新、求实、奉献、协同、育人的科学家精神，充分展示了我国优秀科学家在建设世界科技强国、实现中华民族伟大复兴中国梦的伟大征程中至诚报国、开拓创新的精神品格。自2011年起，全国科学道德和学风建设宣讲教育报告会已连续举办10年，福州大学学生工作部（处）、研究生工作部（处）积极响应落实，每年认真组织师生参与。通过报告会的学习，使福大师生深入了解了科学道德与学风建设的内涵，进一步提升自己的家国情怀、担当意识，营造了尊重知识，崇尚创新，尊重人才，热爱科学，献身科学的学术氛围，勇立时代潮头，开拓创新、潜心科研。
